xmin	xmax	key	clickSelects.variable	clickSelects.value	showSelected.variable	showSelected.value	PANEL
1978.5	1979.5	1979 1998	year	1979	year	1998	4
1979.5	1980.5	1980 1998	year	1980	year	1998	4
1980.5	1981.5	1981 1998	year	1981	year	1998	4
1981.5	1982.5	1982 1998	year	1982	year	1998	4
1982.5	1983.5	1983 1998	year	1983	year	1998	4
1983.5	1984.5	1984 1998	year	1984	year	1998	4
1984.5	1985.5	1985 1998	year	1985	year	1998	4
1985.5	1986.5	1986 1998	year	1986	year	1998	4
1986.5	1987.5	1987 1998	year	1987	year	1998	4
1987.5	1988.5	1988 1998	year	1988	year	1998	4
1988.5	1989.5	1989 1998	year	1989	year	1998	4
1989.5	1990.5	1990 1998	year	1990	year	1998	4
1990.5	1991.5	1991 1998	year	1991	year	1998	4
1991.5	1992.5	1992 1998	year	1992	year	1998	4
1992.5	1993.5	1993 1998	year	1993	year	1998	4
1993.5	1994.5	1994 1998	year	1994	year	1998	4
1994.5	1995.5	1995 1998	year	1995	year	1998	4
1995.5	1996.5	1996 1998	year	1996	year	1998	4
1996.5	1997.5	1997 1998	year	1997	year	1998	4
1997.5	1998.5	1	year	1998	year	1998	4
1998.5	1999.5	1999 1998	year	1999	year	1998	4
1999.5	2000.5	2000 1998	year	2000	year	1998	4
2000.5	2001.5	2001 1998	year	2001	year	1998	4
2001.5	2002.5	2002 1998	year	2002	year	1998	4
2002.5	2003.5	2003 1998	year	2003	year	1998	4
2003.5	2004.5	2004 1998	year	2004	year	1998	4
2004.5	2005.5	2005 1998	year	2005	year	1998	4
2005.5	2006.5	2006 1998	year	2006	year	1998	4
2006.5	2007.5	2007 1998	year	2007	year	1998	4
2007.5	2008.5	2008 1998	year	2008	year	1998	4
2008.5	2009.5	2009 1998	year	2009	year	1998	4
2009.5	2010.5	2010 1998	year	2010	year	1998	4
2010.5	2011.5	2011 1998	year	2011	year	1998	4
1959.5	1960.5	1960 1999	year	1960	year	1999	4
1960.5	1961.5	1961 1999	year	1961	year	1999	4
1961.5	1962.5	1962 1999	year	1962	year	1999	4
1962.5	1963.5	1963 1999	year	1963	year	1999	4
1963.5	1964.5	1964 1999	year	1964	year	1999	4
1964.5	1965.5	1965 1999	year	1965	year	1999	4
1965.5	1966.5	1966 1999	year	1966	year	1999	4
1966.5	1967.5	1967 1999	year	1967	year	1999	4
1967.5	1968.5	1968 1999	year	1968	year	1999	4
1968.5	1969.5	1969 1999	year	1969	year	1999	4
1969.5	1970.5	1970 1999	year	1970	year	1999	4
1970.5	1971.5	1971 1999	year	1971	year	1999	4
1971.5	1972.5	1972 1999	year	1972	year	1999	4
1972.5	1973.5	1973 1999	year	1973	year	1999	4
1973.5	1974.5	1974 1999	year	1974	year	1999	4
1974.5	1975.5	1975 1999	year	1975	year	1999	4
1975.5	1976.5	1976 1999	year	1976	year	1999	4
1976.5	1977.5	1977 1999	year	1977	year	1999	4
1977.5	1978.5	1978 1999	year	1978	year	1999	4
1978.5	1979.5	1979 1999	year	1979	year	1999	4
1979.5	1980.5	1980 1999	year	1980	year	1999	4
1980.5	1981.5	1981 1999	year	1981	year	1999	4
1981.5	1982.5	1982 1999	year	1982	year	1999	4
1982.5	1983.5	1983 1999	year	1983	year	1999	4
1983.5	1984.5	1984 1999	year	1984	year	1999	4
1984.5	1985.5	1985 1999	year	1985	year	1999	4
1985.5	1986.5	1986 1999	year	1986	year	1999	4
1986.5	1987.5	1987 1999	year	1987	year	1999	4
1987.5	1988.5	1988 1999	year	1988	year	1999	4
1988.5	1989.5	1989 1999	year	1989	year	1999	4
1989.5	1990.5	1990 1999	year	1990	year	1999	4
1990.5	1991.5	1991 1999	year	1991	year	1999	4
1991.5	1992.5	1992 1999	year	1992	year	1999	4
1992.5	1993.5	1993 1999	year	1993	year	1999	4
1993.5	1994.5	1994 1999	year	1994	year	1999	4
1994.5	1995.5	1995 1999	year	1995	year	1999	4
1995.5	1996.5	1996 1999	year	1996	year	1999	4
1996.5	1997.5	1997 1999	year	1997	year	1999	4
1997.5	1998.5	1998 1999	year	1998	year	1999	4
1998.5	1999.5	1	year	1999	year	1999	4
1999.5	2000.5	2000 1999	year	2000	year	1999	4
2000.5	2001.5	2001 1999	year	2001	year	1999	4
2001.5	2002.5	2002 1999	year	2002	year	1999	4
2002.5	2003.5	2003 1999	year	2003	year	1999	4
2003.5	2004.5	2004 1999	year	2004	year	1999	4
2004.5	2005.5	2005 1999	year	2005	year	1999	4
2005.5	2006.5	2006 1999	year	2006	year	1999	4
2006.5	2007.5	2007 1999	year	2007	year	1999	4
2007.5	2008.5	2008 1999	year	2008	year	1999	4
2008.5	2009.5	2009 1999	year	2009	year	1999	4
2009.5	2010.5	2010 1999	year	2010	year	1999	4
2010.5	2011.5	2011 1999	year	2011	year	1999	4
1959.5	1960.5	1960 2000	year	1960	year	2000	4
1960.5	1961.5	1961 2000	year	1961	year	2000	4
1961.5	1962.5	1962 2000	year	1962	year	2000	4
1962.5	1963.5	1963 2000	year	1963	year	2000	4
1963.5	1964.5	1964 2000	year	1964	year	2000	4
1964.5	1965.5	1965 2000	year	1965	year	2000	4
1965.5	1966.5	1966 2000	year	1966	year	2000	4
1966.5	1967.5	1967 2000	year	1967	year	2000	4
1967.5	1968.5	1968 2000	year	1968	year	2000	4
1968.5	1969.5	1969 2000	year	1969	year	2000	4
1969.5	1970.5	1970 2000	year	1970	year	2000	4
1970.5	1971.5	1971 2000	year	1971	year	2000	4
1971.5	1972.5	1972 2000	year	1972	year	2000	4
1972.5	1973.5	1973 2000	year	1973	year	2000	4
1973.5	1974.5	1974 2000	year	1974	year	2000	4
1974.5	1975.5	1975 2000	year	1975	year	2000	4
1975.5	1976.5	1976 2000	year	1976	year	2000	4
1976.5	1977.5	1977 2000	year	1977	year	2000	4
1977.5	1978.5	1978 2000	year	1978	year	2000	4
1978.5	1979.5	1979 2000	year	1979	year	2000	4
1979.5	1980.5	1980 2000	year	1980	year	2000	4
1980.5	1981.5	1981 2000	year	1981	year	2000	4
1981.5	1982.5	1982 2000	year	1982	year	2000	4
1982.5	1983.5	1983 2000	year	1983	year	2000	4
1983.5	1984.5	1984 2000	year	1984	year	2000	4
1984.5	1985.5	1985 2000	year	1985	year	2000	4
1985.5	1986.5	1986 2000	year	1986	year	2000	4
1986.5	1987.5	1987 2000	year	1987	year	2000	4
1987.5	1988.5	1988 2000	year	1988	year	2000	4
1988.5	1989.5	1989 2000	year	1989	year	2000	4
1989.5	1990.5	1990 2000	year	1990	year	2000	4
1990.5	1991.5	1991 2000	year	1991	year	2000	4
1991.5	1992.5	1992 2000	year	1992	year	2000	4
1992.5	1993.5	1993 2000	year	1993	year	2000	4
1993.5	1994.5	1994 2000	year	1994	year	2000	4
1994.5	1995.5	1995 2000	year	1995	year	2000	4
1995.5	1996.5	1996 2000	year	1996	year	2000	4
1996.5	1997.5	1997 2000	year	1997	year	2000	4
1997.5	1998.5	1998 2000	year	1998	year	2000	4
1998.5	1999.5	1999 2000	year	1999	year	2000	4
1999.5	2000.5	1	year	2000	year	2000	4
2000.5	2001.5	2001 2000	year	2001	year	2000	4
2001.5	2002.5	2002 2000	year	2002	year	2000	4
2002.5	2003.5	2003 2000	year	2003	year	2000	4
2003.5	2004.5	2004 2000	year	2004	year	2000	4
2004.5	2005.5	2005 2000	year	2005	year	2000	4
2005.5	2006.5	2006 2000	year	2006	year	2000	4
2006.5	2007.5	2007 2000	year	2007	year	2000	4
2007.5	2008.5	2008 2000	year	2008	year	2000	4
2008.5	2009.5	2009 2000	year	2009	year	2000	4
2009.5	2010.5	2010 2000	year	2010	year	2000	4
2010.5	2011.5	2011 2000	year	2011	year	2000	4
1959.5	1960.5	1960 2001	year	1960	year	2001	4
1960.5	1961.5	1961 2001	year	1961	year	2001	4
1961.5	1962.5	1962 2001	year	1962	year	2001	4
1962.5	1963.5	1963 2001	year	1963	year	2001	4
1963.5	1964.5	1964 2001	year	1964	year	2001	4
1964.5	1965.5	1965 2001	year	1965	year	2001	4
1965.5	1966.5	1966 2001	year	1966	year	2001	4
1966.5	1967.5	1967 2001	year	1967	year	2001	4
1967.5	1968.5	1968 2001	year	1968	year	2001	4
1968.5	1969.5	1969 2001	year	1969	year	2001	4
1969.5	1970.5	1970 2001	year	1970	year	2001	4
1970.5	1971.5	1971 2001	year	1971	year	2001	4
1971.5	1972.5	1972 2001	year	1972	year	2001	4
1972.5	1973.5	1973 2001	year	1973	year	2001	4
1973.5	1974.5	1974 2001	year	1974	year	2001	4
1974.5	1975.5	1975 2001	year	1975	year	2001	4
1975.5	1976.5	1976 2001	year	1976	year	2001	4
1976.5	1977.5	1977 2001	year	1977	year	2001	4
1977.5	1978.5	1978 2001	year	1978	year	2001	4
1978.5	1979.5	1979 2001	year	1979	year	2001	4
1979.5	1980.5	1980 2001	year	1980	year	2001	4
1980.5	1981.5	1981 2001	year	1981	year	2001	4
1981.5	1982.5	1982 2001	year	1982	year	2001	4
1982.5	1983.5	1983 2001	year	1983	year	2001	4
1983.5	1984.5	1984 2001	year	1984	year	2001	4
1984.5	1985.5	1985 2001	year	1985	year	2001	4
1985.5	1986.5	1986 2001	year	1986	year	2001	4
1986.5	1987.5	1987 2001	year	1987	year	2001	4
1987.5	1988.5	1988 2001	year	1988	year	2001	4
1988.5	1989.5	1989 2001	year	1989	year	2001	4
1989.5	1990.5	1990 2001	year	1990	year	2001	4
1990.5	1991.5	1991 2001	year	1991	year	2001	4
1991.5	1992.5	1992 2001	year	1992	year	2001	4
1992.5	1993.5	1993 2001	year	1993	year	2001	4
1993.5	1994.5	1994 2001	year	1994	year	2001	4
1994.5	1995.5	1995 2001	year	1995	year	2001	4
1995.5	1996.5	1996 2001	year	1996	year	2001	4
1996.5	1997.5	1997 2001	year	1997	year	2001	4
1997.5	1998.5	1998 2001	year	1998	year	2001	4
1998.5	1999.5	1999 2001	year	1999	year	2001	4
1999.5	2000.5	2000 2001	year	2000	year	2001	4
2000.5	2001.5	1	year	2001	year	2001	4
2001.5	2002.5	2002 2001	year	2002	year	2001	4
2002.5	2003.5	2003 2001	year	2003	year	2001	4
2003.5	2004.5	2004 2001	year	2004	year	2001	4
2004.5	2005.5	2005 2001	year	2005	year	2001	4
2005.5	2006.5	2006 2001	year	2006	year	2001	4
2006.5	2007.5	2007 2001	year	2007	year	2001	4
2007.5	2008.5	2008 2001	year	2008	year	2001	4
2008.5	2009.5	2009 2001	year	2009	year	2001	4
2009.5	2010.5	2010 2001	year	2010	year	2001	4
2010.5	2011.5	2011 2001	year	2011	year	2001	4
1959.5	1960.5	1960 2002	year	1960	year	2002	4
1960.5	1961.5	1961 2002	year	1961	year	2002	4
1961.5	1962.5	1962 2002	year	1962	year	2002	4
1962.5	1963.5	1963 2002	year	1963	year	2002	4
1963.5	1964.5	1964 2002	year	1964	year	2002	4
1964.5	1965.5	1965 2002	year	1965	year	2002	4
1965.5	1966.5	1966 2002	year	1966	year	2002	4
1966.5	1967.5	1967 2002	year	1967	year	2002	4
1967.5	1968.5	1968 2002	year	1968	year	2002	4
1968.5	1969.5	1969 2002	year	1969	year	2002	4
1969.5	1970.5	1970 2002	year	1970	year	2002	4
1970.5	1971.5	1971 2002	year	1971	year	2002	4
1971.5	1972.5	1972 2002	year	1972	year	2002	4
1972.5	1973.5	1973 2002	year	1973	year	2002	4
1973.5	1974.5	1974 2002	year	1974	year	2002	4
1974.5	1975.5	1975 2002	year	1975	year	2002	4
1975.5	1976.5	1976 2002	year	1976	year	2002	4
1976.5	1977.5	1977 2002	year	1977	year	2002	4
1977.5	1978.5	1978 2002	year	1978	year	2002	4
1978.5	1979.5	1979 2002	year	1979	year	2002	4
1979.5	1980.5	1980 2002	year	1980	year	2002	4
1980.5	1981.5	1981 2002	year	1981	year	2002	4
1981.5	1982.5	1982 2002	year	1982	year	2002	4
1982.5	1983.5	1983 2002	year	1983	year	2002	4
1983.5	1984.5	1984 2002	year	1984	year	2002	4
1984.5	1985.5	1985 2002	year	1985	year	2002	4
1985.5	1986.5	1986 2002	year	1986	year	2002	4
1986.5	1987.5	1987 2002	year	1987	year	2002	4
1987.5	1988.5	1988 2002	year	1988	year	2002	4
1988.5	1989.5	1989 2002	year	1989	year	2002	4
1989.5	1990.5	1990 2002	year	1990	year	2002	4
1990.5	1991.5	1991 2002	year	1991	year	2002	4
1991.5	1992.5	1992 2002	year	1992	year	2002	4
1992.5	1993.5	1993 2002	year	1993	year	2002	4
1993.5	1994.5	1994 2002	year	1994	year	2002	4
1994.5	1995.5	1995 2002	year	1995	year	2002	4
1995.5	1996.5	1996 2002	year	1996	year	2002	4
1996.5	1997.5	1997 2002	year	1997	year	2002	4
1997.5	1998.5	1998 2002	year	1998	year	2002	4
1998.5	1999.5	1999 2002	year	1999	year	2002	4
1999.5	2000.5	2000 2002	year	2000	year	2002	4
2000.5	2001.5	2001 2002	year	2001	year	2002	4
2001.5	2002.5	1	year	2002	year	2002	4
2002.5	2003.5	2003 2002	year	2003	year	2002	4
2003.5	2004.5	2004 2002	year	2004	year	2002	4
2004.5	2005.5	2005 2002	year	2005	year	2002	4
2005.5	2006.5	2006 2002	year	2006	year	2002	4
2006.5	2007.5	2007 2002	year	2007	year	2002	4
2007.5	2008.5	2008 2002	year	2008	year	2002	4
2008.5	2009.5	2009 2002	year	2009	year	2002	4
2009.5	2010.5	2010 2002	year	2010	year	2002	4
2010.5	2011.5	2011 2002	year	2011	year	2002	4
1959.5	1960.5	1960 2003	year	1960	year	2003	4
1960.5	1961.5	1961 2003	year	1961	year	2003	4
1961.5	1962.5	1962 2003	year	1962	year	2003	4
1962.5	1963.5	1963 2003	year	1963	year	2003	4
1963.5	1964.5	1964 2003	year	1964	year	2003	4
1964.5	1965.5	1965 2003	year	1965	year	2003	4
1965.5	1966.5	1966 2003	year	1966	year	2003	4
1966.5	1967.5	1967 2003	year	1967	year	2003	4
1967.5	1968.5	1968 2003	year	1968	year	2003	4
1968.5	1969.5	1969 2003	year	1969	year	2003	4
1969.5	1970.5	1970 2003	year	1970	year	2003	4
1970.5	1971.5	1971 2003	year	1971	year	2003	4
1971.5	1972.5	1972 2003	year	1972	year	2003	4
1972.5	1973.5	1973 2003	year	1973	year	2003	4
1973.5	1974.5	1974 2003	year	1974	year	2003	4
1974.5	1975.5	1975 2003	year	1975	year	2003	4
1975.5	1976.5	1976 2003	year	1976	year	2003	4
1976.5	1977.5	1977 2003	year	1977	year	2003	4
1977.5	1978.5	1978 2003	year	1978	year	2003	4
1978.5	1979.5	1979 2003	year	1979	year	2003	4
1979.5	1980.5	1980 2003	year	1980	year	2003	4
1980.5	1981.5	1981 2003	year	1981	year	2003	4
1981.5	1982.5	1982 2003	year	1982	year	2003	4
1982.5	1983.5	1983 2003	year	1983	year	2003	4
1983.5	1984.5	1984 2003	year	1984	year	2003	4
1984.5	1985.5	1985 2003	year	1985	year	2003	4
1985.5	1986.5	1986 2003	year	1986	year	2003	4
1986.5	1987.5	1987 2003	year	1987	year	2003	4
1987.5	1988.5	1988 2003	year	1988	year	2003	4
1988.5	1989.5	1989 2003	year	1989	year	2003	4
1989.5	1990.5	1990 2003	year	1990	year	2003	4
1990.5	1991.5	1991 2003	year	1991	year	2003	4
1991.5	1992.5	1992 2003	year	1992	year	2003	4
1992.5	1993.5	1993 2003	year	1993	year	2003	4
1993.5	1994.5	1994 2003	year	1994	year	2003	4
1994.5	1995.5	1995 2003	year	1995	year	2003	4
1995.5	1996.5	1996 2003	year	1996	year	2003	4
1996.5	1997.5	1997 2003	year	1997	year	2003	4
1997.5	1998.5	1998 2003	year	1998	year	2003	4
1998.5	1999.5	1999 2003	year	1999	year	2003	4
1999.5	2000.5	2000 2003	year	2000	year	2003	4
2000.5	2001.5	2001 2003	year	2001	year	2003	4
2001.5	2002.5	2002 2003	year	2002	year	2003	4
2002.5	2003.5	1	year	2003	year	2003	4
2003.5	2004.5	2004 2003	year	2004	year	2003	4
2004.5	2005.5	2005 2003	year	2005	year	2003	4
2005.5	2006.5	2006 2003	year	2006	year	2003	4
2006.5	2007.5	2007 2003	year	2007	year	2003	4
2007.5	2008.5	2008 2003	year	2008	year	2003	4
2008.5	2009.5	2009 2003	year	2009	year	2003	4
2009.5	2010.5	2010 2003	year	2010	year	2003	4
2010.5	2011.5	2011 2003	year	2011	year	2003	4
1959.5	1960.5	1960 2004	year	1960	year	2004	4
1960.5	1961.5	1961 2004	year	1961	year	2004	4
1961.5	1962.5	1962 2004	year	1962	year	2004	4
1962.5	1963.5	1963 2004	year	1963	year	2004	4
1963.5	1964.5	1964 2004	year	1964	year	2004	4
1964.5	1965.5	1965 2004	year	1965	year	2004	4
1965.5	1966.5	1966 2004	year	1966	year	2004	4
1966.5	1967.5	1967 2004	year	1967	year	2004	4
1967.5	1968.5	1968 2004	year	1968	year	2004	4
1968.5	1969.5	1969 2004	year	1969	year	2004	4
1969.5	1970.5	1970 2004	year	1970	year	2004	4
1970.5	1971.5	1971 2004	year	1971	year	2004	4
1971.5	1972.5	1972 2004	year	1972	year	2004	4
1972.5	1973.5	1973 2004	year	1973	year	2004	4
1973.5	1974.5	1974 2004	year	1974	year	2004	4
1974.5	1975.5	1975 2004	year	1975	year	2004	4
1975.5	1976.5	1976 2004	year	1976	year	2004	4
1976.5	1977.5	1977 2004	year	1977	year	2004	4
1977.5	1978.5	1978 2004	year	1978	year	2004	4
1978.5	1979.5	1979 2004	year	1979	year	2004	4
1979.5	1980.5	1980 2004	year	1980	year	2004	4
1980.5	1981.5	1981 2004	year	1981	year	2004	4
1981.5	1982.5	1982 2004	year	1982	year	2004	4
1982.5	1983.5	1983 2004	year	1983	year	2004	4
1983.5	1984.5	1984 2004	year	1984	year	2004	4
1984.5	1985.5	1985 2004	year	1985	year	2004	4
1985.5	1986.5	1986 2004	year	1986	year	2004	4
1986.5	1987.5	1987 2004	year	1987	year	2004	4
1987.5	1988.5	1988 2004	year	1988	year	2004	4
1988.5	1989.5	1989 2004	year	1989	year	2004	4
1989.5	1990.5	1990 2004	year	1990	year	2004	4
1990.5	1991.5	1991 2004	year	1991	year	2004	4
1991.5	1992.5	1992 2004	year	1992	year	2004	4
1992.5	1993.5	1993 2004	year	1993	year	2004	4
1993.5	1994.5	1994 2004	year	1994	year	2004	4
1994.5	1995.5	1995 2004	year	1995	year	2004	4
1995.5	1996.5	1996 2004	year	1996	year	2004	4
1996.5	1997.5	1997 2004	year	1997	year	2004	4
1997.5	1998.5	1998 2004	year	1998	year	2004	4
1998.5	1999.5	1999 2004	year	1999	year	2004	4
1999.5	2000.5	2000 2004	year	2000	year	2004	4
2000.5	2001.5	2001 2004	year	2001	year	2004	4
2001.5	2002.5	2002 2004	year	2002	year	2004	4
2002.5	2003.5	2003 2004	year	2003	year	2004	4
2003.5	2004.5	1	year	2004	year	2004	4
2004.5	2005.5	2005 2004	year	2005	year	2004	4
2005.5	2006.5	2006 2004	year	2006	year	2004	4
2006.5	2007.5	2007 2004	year	2007	year	2004	4
2007.5	2008.5	2008 2004	year	2008	year	2004	4
2008.5	2009.5	2009 2004	year	2009	year	2004	4
2009.5	2010.5	2010 2004	year	2010	year	2004	4
2010.5	2011.5	2011 2004	year	2011	year	2004	4
1959.5	1960.5	1960 2005	year	1960	year	2005	4
1960.5	1961.5	1961 2005	year	1961	year	2005	4
1961.5	1962.5	1962 2005	year	1962	year	2005	4
1962.5	1963.5	1963 2005	year	1963	year	2005	4
1963.5	1964.5	1964 2005	year	1964	year	2005	4
1964.5	1965.5	1965 2005	year	1965	year	2005	4
1965.5	1966.5	1966 2005	year	1966	year	2005	4
1966.5	1967.5	1967 2005	year	1967	year	2005	4
1967.5	1968.5	1968 2005	year	1968	year	2005	4
1968.5	1969.5	1969 2005	year	1969	year	2005	4
1969.5	1970.5	1970 2005	year	1970	year	2005	4
1970.5	1971.5	1971 2005	year	1971	year	2005	4
1971.5	1972.5	1972 2005	year	1972	year	2005	4
1972.5	1973.5	1973 2005	year	1973	year	2005	4
1973.5	1974.5	1974 2005	year	1974	year	2005	4
1974.5	1975.5	1975 2005	year	1975	year	2005	4
1975.5	1976.5	1976 2005	year	1976	year	2005	4
1976.5	1977.5	1977 2005	year	1977	year	2005	4
1977.5	1978.5	1978 2005	year	1978	year	2005	4
1978.5	1979.5	1979 2005	year	1979	year	2005	4
1979.5	1980.5	1980 2005	year	1980	year	2005	4
1980.5	1981.5	1981 2005	year	1981	year	2005	4
1981.5	1982.5	1982 2005	year	1982	year	2005	4
1982.5	1983.5	1983 2005	year	1983	year	2005	4
1983.5	1984.5	1984 2005	year	1984	year	2005	4
1984.5	1985.5	1985 2005	year	1985	year	2005	4
1985.5	1986.5	1986 2005	year	1986	year	2005	4
1986.5	1987.5	1987 2005	year	1987	year	2005	4
1987.5	1988.5	1988 2005	year	1988	year	2005	4
1988.5	1989.5	1989 2005	year	1989	year	2005	4
1989.5	1990.5	1990 2005	year	1990	year	2005	4
1990.5	1991.5	1991 2005	year	1991	year	2005	4
1991.5	1992.5	1992 2005	year	1992	year	2005	4
1992.5	1993.5	1993 2005	year	1993	year	2005	4
1993.5	1994.5	1994 2005	year	1994	year	2005	4
1994.5	1995.5	1995 2005	year	1995	year	2005	4
1995.5	1996.5	1996 2005	year	1996	year	2005	4
1996.5	1997.5	1997 2005	year	1997	year	2005	4
1997.5	1998.5	1998 2005	year	1998	year	2005	4
1998.5	1999.5	1999 2005	year	1999	year	2005	4
1999.5	2000.5	2000 2005	year	2000	year	2005	4
2000.5	2001.5	2001 2005	year	2001	year	2005	4
2001.5	2002.5	2002 2005	year	2002	year	2005	4
2002.5	2003.5	2003 2005	year	2003	year	2005	4
2003.5	2004.5	2004 2005	year	2004	year	2005	4
2004.5	2005.5	1	year	2005	year	2005	4
2005.5	2006.5	2006 2005	year	2006	year	2005	4
2006.5	2007.5	2007 2005	year	2007	year	2005	4
2007.5	2008.5	2008 2005	year	2008	year	2005	4
2008.5	2009.5	2009 2005	year	2009	year	2005	4
2009.5	2010.5	2010 2005	year	2010	year	2005	4
2010.5	2011.5	2011 2005	year	2011	year	2005	4
1959.5	1960.5	1960 2006	year	1960	year	2006	4
1960.5	1961.5	1961 2006	year	1961	year	2006	4
1961.5	1962.5	1962 2006	year	1962	year	2006	4
1962.5	1963.5	1963 2006	year	1963	year	2006	4
1963.5	1964.5	1964 2006	year	1964	year	2006	4
1964.5	1965.5	1965 2006	year	1965	year	2006	4
1965.5	1966.5	1966 2006	year	1966	year	2006	4
1966.5	1967.5	1967 2006	year	1967	year	2006	4
1967.5	1968.5	1968 2006	year	1968	year	2006	4
1968.5	1969.5	1969 2006	year	1969	year	2006	4
1969.5	1970.5	1970 2006	year	1970	year	2006	4
1970.5	1971.5	1971 2006	year	1971	year	2006	4
1971.5	1972.5	1972 2006	year	1972	year	2006	4
1972.5	1973.5	1973 2006	year	1973	year	2006	4
1973.5	1974.5	1974 2006	year	1974	year	2006	4
1974.5	1975.5	1975 2006	year	1975	year	2006	4
1975.5	1976.5	1976 2006	year	1976	year	2006	4
1976.5	1977.5	1977 2006	year	1977	year	2006	4
1977.5	1978.5	1978 2006	year	1978	year	2006	4
1978.5	1979.5	1979 2006	year	1979	year	2006	4
1979.5	1980.5	1980 2006	year	1980	year	2006	4
1980.5	1981.5	1981 2006	year	1981	year	2006	4
1981.5	1982.5	1982 2006	year	1982	year	2006	4
1982.5	1983.5	1983 2006	year	1983	year	2006	4
1983.5	1984.5	1984 2006	year	1984	year	2006	4
1984.5	1985.5	1985 2006	year	1985	year	2006	4
1985.5	1986.5	1986 2006	year	1986	year	2006	4
1986.5	1987.5	1987 2006	year	1987	year	2006	4
1987.5	1988.5	1988 2006	year	1988	year	2006	4
1988.5	1989.5	1989 2006	year	1989	year	2006	4
1989.5	1990.5	1990 2006	year	1990	year	2006	4
1990.5	1991.5	1991 2006	year	1991	year	2006	4
1991.5	1992.5	1992 2006	year	1992	year	2006	4
1992.5	1993.5	1993 2006	year	1993	year	2006	4
1993.5	1994.5	1994 2006	year	1994	year	2006	4
1994.5	1995.5	1995 2006	year	1995	year	2006	4
1995.5	1996.5	1996 2006	year	1996	year	2006	4
1996.5	1997.5	1997 2006	year	1997	year	2006	4
1997.5	1998.5	1998 2006	year	1998	year	2006	4
1998.5	1999.5	1999 2006	year	1999	year	2006	4
1999.5	2000.5	2000 2006	year	2000	year	2006	4
2000.5	2001.5	2001 2006	year	2001	year	2006	4
2001.5	2002.5	2002 2006	year	2002	year	2006	4
2002.5	2003.5	2003 2006	year	2003	year	2006	4
2003.5	2004.5	2004 2006	year	2004	year	2006	4
2004.5	2005.5	2005 2006	year	2005	year	2006	4
2005.5	2006.5	1	year	2006	year	2006	4
2006.5	2007.5	2007 2006	year	2007	year	2006	4
2007.5	2008.5	2008 2006	year	2008	year	2006	4
2008.5	2009.5	2009 2006	year	2009	year	2006	4
2009.5	2010.5	2010 2006	year	2010	year	2006	4
2010.5	2011.5	2011 2006	year	2011	year	2006	4
1959.5	1960.5	1960 2007	year	1960	year	2007	4
1960.5	1961.5	1961 2007	year	1961	year	2007	4
1961.5	1962.5	1962 2007	year	1962	year	2007	4
1962.5	1963.5	1963 2007	year	1963	year	2007	4
1963.5	1964.5	1964 2007	year	1964	year	2007	4
1964.5	1965.5	1965 2007	year	1965	year	2007	4
1965.5	1966.5	1966 2007	year	1966	year	2007	4
1966.5	1967.5	1967 2007	year	1967	year	2007	4
1967.5	1968.5	1968 2007	year	1968	year	2007	4
1968.5	1969.5	1969 2007	year	1969	year	2007	4
1969.5	1970.5	1970 2007	year	1970	year	2007	4
1970.5	1971.5	1971 2007	year	1971	year	2007	4
1971.5	1972.5	1972 2007	year	1972	year	2007	4
1972.5	1973.5	1973 2007	year	1973	year	2007	4
1973.5	1974.5	1974 2007	year	1974	year	2007	4
1974.5	1975.5	1975 2007	year	1975	year	2007	4
1975.5	1976.5	1976 2007	year	1976	year	2007	4
1976.5	1977.5	1977 2007	year	1977	year	2007	4
1977.5	1978.5	1978 2007	year	1978	year	2007	4
1978.5	1979.5	1979 2007	year	1979	year	2007	4
1979.5	1980.5	1980 2007	year	1980	year	2007	4
1980.5	1981.5	1981 2007	year	1981	year	2007	4
1981.5	1982.5	1982 2007	year	1982	year	2007	4
1982.5	1983.5	1983 2007	year	1983	year	2007	4
1983.5	1984.5	1984 2007	year	1984	year	2007	4
1984.5	1985.5	1985 2007	year	1985	year	2007	4
1985.5	1986.5	1986 2007	year	1986	year	2007	4
1986.5	1987.5	1987 2007	year	1987	year	2007	4
1987.5	1988.5	1988 2007	year	1988	year	2007	4
1988.5	1989.5	1989 2007	year	1989	year	2007	4
1989.5	1990.5	1990 2007	year	1990	year	2007	4
1990.5	1991.5	1991 2007	year	1991	year	2007	4
1991.5	1992.5	1992 2007	year	1992	year	2007	4
1992.5	1993.5	1993 2007	year	1993	year	2007	4
1993.5	1994.5	1994 2007	year	1994	year	2007	4
1994.5	1995.5	1995 2007	year	1995	year	2007	4
1995.5	1996.5	1996 2007	year	1996	year	2007	4
1996.5	1997.5	1997 2007	year	1997	year	2007	4
1997.5	1998.5	1998 2007	year	1998	year	2007	4
1998.5	1999.5	1999 2007	year	1999	year	2007	4
1999.5	2000.5	2000 2007	year	2000	year	2007	4
2000.5	2001.5	2001 2007	year	2001	year	2007	4
2001.5	2002.5	2002 2007	year	2002	year	2007	4
2002.5	2003.5	2003 2007	year	2003	year	2007	4
2003.5	2004.5	2004 2007	year	2004	year	2007	4
2004.5	2005.5	2005 2007	year	2005	year	2007	4
2005.5	2006.5	2006 2007	year	2006	year	2007	4
2006.5	2007.5	1	year	2007	year	2007	4
2007.5	2008.5	2008 2007	year	2008	year	2007	4
2008.5	2009.5	2009 2007	year	2009	year	2007	4
